0: 110.21.101.199
1: 121.0.0.42
2: 129.6.15.28
3: 173.194.72.108
4: 173.194.72.109
5: 173.223.175.181
6: 192.168.1.1
7: 192.168.1.192
8: 192.168.1.193
9: 192.168.1.208
10: 192.168.1.236
11: 192.168.1.239
12: 224.0.0.251
13: 23.12.64.41
14: 239.255.255.250
15: 54.67.41.98
16: 64.233.187.108
17: 64.233.187.109
18: 64.233.188.108
19: 64.233.188.109
20: 64.233.189.108
21: 64.233.189.109
22: 74.125.203.108
23: 74.125.203.109
24: 74.125.204.108
25: 74.125.204.109
26: 74.125.23.108
27: 74.125.23.109
28: 85.93.216.115
