0: 107.170.224.8
1: 129.6.15.30
2: 131.107.13.100
3: 132.163.4.101
4: 138.236.128.36
5: 173.71.69.90
6: 176.32.100.25
7: 176.32.98.204
8: 176.32.99.246
9: 192.168.1.1
10: 198.38.16.1
11: 204.11.201.12
12: 205.251.242.52
13: 206.108.0.131
14: 206.108.0.132
15: 207.171.178.6
16: 208.67.220.220
17: 208.75.88.4
18: 208.75.89.4
19: 224.0.0.251
20: 23.23.189.16
21: 23.23.189.20
22: 23.23.189.56
23: 23.23.78.23
24: 239.255.255.250
25: 255.255.255.255
26: 45.79.10.228
27: 54.239.26.180
28: 54.239.29.231
29: 71.252.219.43
30: 72.21.192.213
31: 72.21.207.109
32: 72.21.207.120
33: 72.21.215.34
34: 72.21.215.58
35: 74.125.34.101
36: 8.8.8.8
37: 93.184.216.34
38: 96.244.96.19
39: 97.107.128.58
