0: 104.114.211.101
1: 104.98.5.24
2: 110.21.101.199
3: 121.0.0.42
4: 173.194.72.108
5: 173.194.72.109
6: 173.223.175.181
7: 192.168.1.1
8: 192.168.1.193
9: 202.127.210.36
10: 224.0.0.251
11: 23.12.64.41
12: 239.255.255.250
13: 255.255.255.255
14: 27.124.125.250
15: 52.8.89.254
16: 54.153.91.148
17: 54.183.16.152
18: 54.183.55.84
19: 54.67.41.98
20: 64.233.187.108
21: 64.233.187.109
22: 64.233.188.108
23: 64.233.188.109
24: 64.233.189.108
25: 64.233.189.109
26: 74.125.203.108
27: 74.125.203.109
28: 74.125.204.108
29: 74.125.204.109
30: 74.125.23.108
31: 74.125.23.109
32: 80.74.64.2
