0: 107.170.224.8
1: 129.6.15.30
2: 131.107.13.100
3: 132.163.4.101
4: 138.236.128.36
5: 173.71.69.90
6: 176.32.100.25
7: 176.32.98.204
8: 192.168.1.1
9: 198.38.16.1
10: 204.11.201.12
11: 205.251.242.52
12: 206.108.0.131
13: 206.108.0.132
14: 207.171.178.6
15: 208.75.88.4
16: 208.75.89.4
17: 23.23.189.20
18: 239.255.255.250
19: 45.79.10.228
20: 54.239.26.180
21: 54.239.29.231
22: 71.252.219.43
23: 72.21.192.213
24: 72.21.207.109
25: 72.21.207.120
26: 74.125.34.101
27: 8.8.8.8
28: 93.184.216.34
29: 96.244.96.19
30: 97.107.128.58
