0: 103.235.46.18
1: 103.235.47.74
2: 104.18.56.100
3: 104.18.57.100
4: 104.197.210.72
5: 104.97.242.50
6: 107.21.118.233
7: 112.80.248.60
8: 118.215.32.37
9: 157.240.3.15
10: 157.240.3.19
11: 158.85.58.106
12: 158.85.58.115
13: 158.85.58.53
14: 161.202.1.37
15: 161.202.1.39
16: 161.202.1.41
17: 169.45.248.110
18: 169.45.248.124
19: 169.46.12.70
20: 169.46.12.74
21: 169.46.12.84
22: 169.46.12.88
23: 172.217.25.165
24: 172.217.25.170
25: 172.217.25.174
26: 172.217.25.37
27: 172.217.25.42
28: 173.192.231.61
29: 173.194.72.108
30: 173.194.72.188
31: 179.60.193.2
32: 179.60.193.3
33: 179.60.193.37
34: 179.60.193.7
35: 192.168.1.1
36: 192.189.54.17
37: 198.142.198.16
38: 202.108.23.105
39: 202.127.210.36
40: 203.5.76.212
41: 203.5.76.215
42: 203.5.76.216
43: 203.5.76.217
44: 203.5.76.34
45: 209.58.180.196
46: 216.58.199.35
47: 216.58.199.42
48: 216.58.199.46
49: 216.58.199.66
50: 216.58.199.67
51: 216.58.199.74
52: 216.58.199.78
53: 216.58.220.100
54: 216.58.220.101
55: 216.58.220.110
56: 216.58.220.142
57: 239.2.0.252
58: 255.255.255.255
59: 31.13.65.1
60: 31.13.77.12
61: 45.32.102.139
62: 52.206.12.44
63: 52.24.183.185
64: 52.33.170.159
65: 52.35.224.16
66: 52.45.245.110
67: 52.6.120.3
68: 52.74.161.3
69: 54.172.238.78
70: 54.186.12.66
71: 54.252.134.39
72: 58.108.130.71
73: 64.233.187.109
74: 64.233.188.108
75: 64.233.188.109
76: 64.233.189.108
77: 77.234.41.95
78: 77.234.43.87
79: 77.234.45.95
80: 8.8.4.4
